sentence,label,clean_sentence,tokens
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",0,nordic banks write sizable loans latvia swedbank nordea dnb seb reporting combined losses excess billion period backdrop near economic meltdown latvia,"['nordic', 'bank', 'sizable', 'loan', 'swedbank', 'nordea', 'dnb', 'loss', 'excess', 'period', 'backdrop', 'economic', 'meltdown', 'latvia']"
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,0,okmetic expects net sales half,"['okmetic', 'net', 'sale', 'half']"
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",0,operating profit excluding non recurring items totaled eur mn eur mn corresponding period,"['profit', 'non', 'item', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",0,operating profit excluding non recurring items totalled eur mn eur mn,"['profit', 'non', 'item', 'eur', 'mn', 'eur', 'mn']"
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",0,operating profit excluding non recurring items totalled eur mn eur mn corresponding period,"['profit', 'non', 'item', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",0,operating profit excluding non recurring items amounted eur mn eur mn year year,"['profit', 'non', 'item', 'eur', 'mn', 'eur', 'mn', 'year', 'year']"
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,0,operating profit excluding non recurring items eur million compared eur million,"['profit', 'non', 'item', 'eur', 'eur']"
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,0,relations city damaged comments mr ashley criticising city investors analysts cry babies,"['relation', 'city', 'comment', 'mr', 'ashley', 'city', 'investor', 'analyst', 'baby']"
Reported operating margin was a negative 5.9 % .,0,reported operating margin negative,"['margin', 'negative']"
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,0,swedbank shares hardest hit swedish banks ongoing international financial crisis,"['swedbank', 'share', 'hard', 'swedish', 'bank', 'ongoing', 'international', 'financial', 'crisis']"
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",0,currency effect pct mln euro mln negative impact revenue,"['currency', 'effect', 'pct', 'mln', 'euro', 'mln', 'negative', 'impact', 'revenue']"
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",0,period sales dropped eur million eur million according interim report released today,"['period', 'sale', 'eur', 'eur', 'interim', 'report', 'today']"
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",0,company result remain weaker,"['company', 'weak']"
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,0,vaisala net profit quarter dropped mln euro mln mln euro mln period,"['vaisala', 'net', 'profit', 'quarter', 'mln', 'euro', 'mln', 'mln', 'euro', 'mln', 'period']"
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",0,implementation programs negative impacts earnings mr meiklejohn said,"['implementation', 'program', 'negative', 'impact', 'earning', 'mr', 'meiklejohn']"
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,0,survey conducted taloustutkimus sampo life shows companies badly prepared losing key staff members,"['survey', 'taloustutkimus', 'sampo', 'life', 'company', 'badly', 'key', 'staff', 'member']"
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",0,agricultural newspaper maaseudun tulevaisuus readers representing decrease,"['agricultural', 'newspaper', 'maaseudun', 'tulevaisuus', 'reader', 'decrease']"
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",0,cet arcelormittal lost eur euronext paris coming lead blue chip fallers,"['cet', 'arcelormittal', 'eur', 'euronext', 'paris', 'lead', 'blue', 'chip', 'faller']"
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,0,cash flow operations january december negative eur mn compared eur mn corresponding period,"['cash', 'flow', 'operation', 'january', 'december', 'negative', 'eur', 'mn', 'eur', 'mn', 'corresponding', 'period']"
EPS dropped to EUR0 .2 from EUR0 .3 .,0,eps dropped,[]
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,0,kone shares dropped percent helsinki,"['kone', 'share', 'percent', 'helsinki']"
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",0,eu commission said earlier fined thyssenkrupp united technologies corp otis schindler ag kone oyj total mln eur alleged cartel activity lift market going years,"['eu', 'commission', 'early', 'thyssenkrupp', 'united', 'technologies', 'corp', 'otis', 'schindler', 'ag', 'kone', 'oyj', 'total', 'mln', 'eur', 'cartel', 'activity', 'lift', 'market', 'year']"
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",0,period sales dropped m m according interim report released today,"['period', 'sale', 'm', 'interim', 'report', 'today']"
"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",0,yit lodged counter claims neste oil totaling m primarily based work carried contract additional costs incurred prolongation project,"['yit', 'counter', 'claim', 'neste', 'oil', 'primarily', 'work', 'contract', 'additional', 'cost', 'prolongation', 'project']"
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",0,tallink silja attributes significant drop problems booking system taken operation october sale trailer ferry sky wind route stockholm riga won passengers helsinki stockholm route,"['silja', 'significant', 'drop', 'problem', 'system', 'operation', 'october', 'sale', 'trailer', 'ferry', 'sky', 'wind', 'route', 'stockholm', 'riga', 'passenger', 'helsinki', 'stockholm', 'route']"
"`` Adjustment to the fall in price level , in contrast , has been less effective .",0,adjustment fall price level contrast effective,"['adjustment', 'fall', 'price', 'level', 'contrast', 'effective']"
17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,0,march goldman sachs estimates negative prospects norwegian mobile operations norway telenor asa osl tel sweden teliasonera ab sto tlsn short term,"['march', 'goldman', 'sach', 'negative', 'prospect', 'norwegian', 'mobile', 'operation', 'norway', 'telenor', 'asa', 'osl', 'tel', 'sweden', 'teliasonera', 'ab', 'sto', 'short', 'term']"
"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",0,based quarter result existing order backlog new order prospects company expects year sales contract gross margin stay healthy level operating profit margin lower lower sales volume,"['quarter', 'existing', 'order', 'backlog', 'new', 'order', 'prospect', 'company', 'year', 'sale', 'contract', 'gross', 'margin', 'healthy', 'level', 'operating', 'profit', 'margin', 'lower', 'low', 'sale', 'volume']"
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,0,finnair believes strike cause daily net losses excess eur canceled reservations passenger routing,"['finnair', 'strike', 'daily', 'net', 'loss', 'excess', 'eur', 'reservation', 'passenger']"
"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",0,helsinki thomson financial shares closed little changed cargotec huhtamaki dropping sharply disappointing second quarter reports,"['helsinki', 'thomson', 'financial', 'share', 'little', 'cargotec', 'huhtamaki', 'sharply', 'disappointing', 'second', 'quarter', 'report']"
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",0,airline estimated cancellation flights closure european airspace process recommencing traffic caused company loss m including costs stranded passengers accommodation,"['airline', 'cancellation', 'flight', 'european', 'airspace', 'process', 'traffic', 'company', 'loss', 'cost', 'passenger', 'accommodation']"
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,0,ruukki group calculates lost eur failed project,"['ruukki', 'group', 'calculate', 'eur', 'project']"
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",0,samsung currently occupies place lost ground quarter dropping share overall,"['samsung', 'currently', 'place', 'ground', 'quarter', 'share', 'overall']"
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",0,baltimore police fire pension billion lost million madoff ponzi scheme,"['baltimore', 'police', 'fire', 'pension', 'madoff', 'scheme']"
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",0,small firms suffering moment likely money trouble added,"['small', 'firm', 'moment', 'likely', 'money', 'trouble']"
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",0,dealers said share largely hit investor disappointment refining margin usd barrel quarter performance shipping unit saw ebit drop mln eur mln eur year amid fall volumes tanker rates,"['dealer', 'share', 'largely', 'investor', 'disappointment', 'refining', 'margin', 'usd', 'barrel', 'quarter', 'performance', 'shipping', 'unit', 'ebit', 'drop', 'eur', 'mln', 'eur', 'year', 'fall', 'volume', 'tanker', 'rate']"
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",0,making matters difficult company said grappling higher oil gas prices pushed cost energy raw materials transportation,"['matter', 'difficult', 'company', 'high', 'oil', 'gas', 'price', 'cost', 'energy', 'raw', 'material', 'transportation']"
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",0,result burdened increased fixed costs associated operations china restructuring costs japan,"['result', 'cost', 'operation', 'china', 'restructuring', 'japan']"
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",0,earlier today geberit finnish rival uponor oyj cut year sales growth forecast pct pct blaming tough conditions germany currency factors,"['early', 'today', 'geberit', 'finnish', 'rival', 'uponor', 'oyj', 'year', 'sale', 'growth', 'forecast', 'pct', 'pct', 'tough', 'condition', 'germany', 'currency', 'factor']"
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",0,operating loss totalled eur mn profit eur mn,"['loss', 'eur', 'mn', 'profit', 'eur', 'mn']"
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",0,group operating loss eur mn profit eur mn,"['group', 'operating', 'loss', 'eur', 'mn', 'profit', 'eur', 'mn']"
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",0,finnish national carrier said net loss april june million net profit million year earlier,"['finnish', 'national', 'carrier', 'net', 'loss', 'april', 'june', 'net', 'profit', 'year', 'early']"
